"","user","type"
"3006","Tim Jansen, who represented Jameis Winston, will serve as attorney for Karlos Williams during alleged domestic assault investigation.","sports"
"3007","Fear the brow! Anthony Davis is NBA's 3rd-highest rated player in this year's #NBArank. (via @ESPNNBA)» ","sports"
"3008","THIS JUST IN: Tallahassee PD investigating an alleged domestic assault involving Florida State RB Karlos Williams. ","sports"
"3009","Today continues to get worse for Bears who lose LG Matt Slauson for rest of season with torn pectoral muscle. ","sports"
"3010","THIS JUST IN: Bears DE Lamarr Houston will miss rest of season w/ torn ACL suffered while celebrating sack during Sunday's loss to Patriots.","sports"
"3011","It’s definitely safe to say that Tom Brady had a pretty great October. ","sports"
"3012","THIS JUST IN: Rams WR Brian Quick has dislocated shoulder, torn rotator cuff. Likely ends season. (via @AdamSchefter) ","sports"
"3013","Crazy Stat of Day: Ben Roethlisberger had 522 Pass yds Sunday in ""bumblebee"" uniforms.Warren Heller had 511 Yds in 1st SEASON w/ same look.","sports"
"3014","Rams OT Jake Long diagnosed with torn ACL. Long suffered injury in Sunday's loss to Chiefs. (via ESPN's @mortreport) ","sports"
"3015","ICYMI: The Rock posed for a photo with one of the few people on Earth who make him look tiny. » ","sports"
"3016","ICYMI: J.J. Watt sacked Titans QB Zach Mettenberger... and then he took a selfie!» ","sports"
"3017","Drew Brees was DOMINANT in 2nd half vs Packers -- 11-11, 123 Yds, 3 TD, 0 Int ","sports"
"3018","Saints are the ready for prime time players.New Orleans has won 12 straight games after 7 pm. ","sports"
"3019","WHO DAT! Saints blow out Packers, 44-23. Mark Ingram rushes for career-high 172 yards in win. NO improves to 3-4. ","sports"
"3020","Mark Ingram has a career-high 168 yards tonight vs Packers.Saints blowing out GB, 44-23. ","sports"
"3021","Madison Bumgarner improves to 4-0 career in World Series.His remarkable numbers: 31 IP, 1 ER, 27 K, 0.29 ERA ","sports"
"3022","Madison Bumgarner throws a GEM to win Game 5, 5-0. Bumgarner strikes out 8 in shutout as Giants take 3-2 series lead. ","sports"
"3023","Giants break it open in 8th. Juan Perez's 2-run double and Brandon Crawford's RBI single give San Francisco a commanding 5-0 lead over KC.","sports"
"3024","Aaron Rodgers has 2 interceptions tonight.He had 1 interception all season coming into the game.","sports"
"3025","Madison Bumgarner continues to dominate Royals - 8 IP, 0 ER, 8 K. It's 3rd time in 4 World Series starts with 7 or more scoreless innings.","sports"
"3026","Drew Brees finds Jimmy Graham for a 22-yard TD. Brees has 304 Pass yds, 2 TD.Saints lead Packers, 30-16.","sports"
"3027","James Shields leaves the game after throwing 6 innings, giving up 2 ER.  Shields has an ERA of 7.00 this postseason ","sports"
"3028","Breakout game for Saints rookie Brandin Cooks. He catches a 50-yard TD from Drew Brees, he also has a Rush TD. Saints lead Packers, 23-16.","sports"
"3029","Madison Bumgarner continues to DOMINATE in World Series for Giants: 7 IP, 0 ER, 7 K.SF leads KC in Game 5, 2-0. ","sports"
"3030","Packers and Saints tied at halftime, 16-16. • Aaron Rodgers: 13-18, 278 yards, TD• Drew Brees: 187 Pass yds ","sports"
"3031","Sammy Watkins thought he had a clear TD and started waving, but the Jets had different ideas.","sports"
"3032","Cardinals top prospect Oscar Taveras was killed in a car accident in the Dominican Republic.He was just 22 years old.","sports"
"3033","Packers are on the board! Aaron Rodgers hits Randall Cobb for a 70-yard TD.Rodgers has 19 Pass TD, 1 Int on season.","sports"
"3034","Michael Jordan made his Chicago Bulls debut 30 years ago tonight. He scored 16 points, added 7 assists &amp; 6 rebounds. ","sports"
"3035","Big Ben leads all fantasy players with 44 points in ESPN standard scoring leagues.Next closest is Arian Foster (35) ","sports"
"3036","Ben Roethlisberger's HUGE day leads Steelers to a 51-34 win over Colts.Ben: 522 Pass yds, 6 TD (both career bests) ","sports"
"3037","Ben Roethlisberger is the first QB in NFL history with multiple games of 500 or more passing yards. ","sports"
"3038","After a dramatic win over Eagles, Cardinals are 6-1 for first time since 1974. ","sports"
"3039","CARDINALS HOLD ON! Arizona withstands Eagles' best shot, holds on to win, 24-20.Larry Fitzgerald: 160 Rec yds, TD. ","sports"
"3040","Browns beat Raiders, 23-13.Oakland is now 0-7 and has lost 13 straight games. ","sports"
"3041","Big Ben finds Heath Miller for his SIXTH TD pass of the day.A career day for Roethlisberger -- 522 Yds, 6 TD.","sports"
"3042","Ben Roethlisberger just tied his  career high for passing yards in a game with 503. ","sports"
"3043","Cardinals with a HUGE TD. Carson Palmer with a perfect pass to John Brown who takes it 75 yards for the score. Cardinals lead Eagles, 24-20.","sports"
"3044","Ben Roethlisberger has 446 yards passing after 3 quarters.Norm Van Brocklin has the NFL record of 554.","sports"
"3045","Andrew Luck has 6 straight 300-yard passing games, breaking Peyton Manning's Colts record.","sports"
"3046","Colts won't go away. Andrew Luck finds Donte Moncrief for his 1st NFL TD. Luck has 358 Pass yds, 3 TD.IND trails PIT, 42-34.","sports"
"3047","Antonio Cromartie with his 2nd pick of Nick Foles today.Foles had just 2 interceptions all of last season, he has 9 in 2014.","sports"
"3048","We want your help with #DilfersDimes tonight. Use the hashtag AND name your favorite pass from today. Best ones air on 11 ET SportsCenter.","sports"
"3049","Nick Foles finds Jeremy Maclin for a 54-yard TD, his 2nd touchdown of the day. Maclin: 9 Rec, 157 yards, 2 TDPHI leads ARI, 17-14.","sports"
"3050","Big Ben is UNSTOPPABLE.Roethlisberger finds Martavis Bryant for the TD, his 5th Pass TD of the day.Ben: 394 Pass yds, 5 TD","sports"
"3051","J.J. Watt sacked Titans rookie Zach Mettenberger and then welcomed the colorful QB to the NFL with a selfie. ","sports"
"3052","Ben Roethlisberger in 1st half vs Colts: 23-27, 320 Yds, 4 TD.His career high is 503 Pass yds.PIT leads IND by 15. ","sports"
"3053","Larry Fitzgerald to the HOUSE. 80 yards for Fitzgerald, his 2nd TD of season. Cardinals lead Eagles, 14-7.Fitz: 138 Rec yds, TD","sports"
"3054","Dale Earnhardt Jr. wins in Martinsville. His 4th victory of the season. ","sports"
"3055","Steelers have DOMINATED Colts in the 2nd quarter. ","sports"
"3056","Ben Roethlisberger with a HUGE 1st half vs Colts.Big Ben: 18-20, 274 Yds, 4 TD, 0 Int.Steelers lead, 35-10. ","sports"
"3057","Bears DE Lamarr Houston injured his knee celebrating a sack in a blowout loss to the Patriots.MORE: ","sports"
"3058","Andrew Luck throws a pick-6 and the Steelers lead Colts, 21-3.Maybe it's their bumblebee uniforms... ","sports"
"3059","Photo of the Day: Lions WR Jeremy Ross hurdled a Falcons defender after making a catch. ","sports"
"3060","Tom Brady has now played 100 regular-season games at home.He's won 87 of them. ","sports"
"3061","Jeremy Maclin puts Eagles on the board. Maclin takes a Nick Foles pass 21 yards for TD. Eagles lead Cardinals, 7-0.","sports"
"3062","Kyle Orton has led Bills to 3-1 record since taking over as starter.Orton: 1,128 Pass yds, 9 TD, 3 Int ","sports"
"3063","Bills chase Geno Smith from game, beat Jets, 43-23.Smith: 2-8, 5 Yds, 3 IntOrton: 10-17, 238 Yds, 4 TD ","sports"
"3064","Despite having rough start to season, Tom Brady has had a MONSTER October.Brady: 100-144, 1268 Yds, 14 TD, 0 Int ","sports"
"3065","Vikings with the walk-off win in OT. Anthony Barr recovers Bucs fumble and runs it back for the TD! Minnesota wins, 19-13.","sports"
"3066","FINS WIN!Dolphins take advantage of two Blake Bortles pick-6s and beat Jags, 27-13.Miami improves to 4-3. ","sports"
"3067","Chiefs beat Rams, 34-7. Kansas City is 6-1 in October under Andy Reid. Jamaal Charles: 73 Rush yds, 2 TD","sports"
"3068","Patriots DOMINATE Bears in 51-23 win.• Brady: 30-35, 354 Yds, 5 TD• Gronkowski: 9 Rec, 149 Yds, 3 TD ","sports"
"3069","Bengals win! Andy Dalton's late rush TD sinks Ravens, 27-24.Dalton: 266 Pass yds, 2 Rush TDFlacco: 195 Yds, 2 Int ","sports"
"3070","Texans cruise past Titans, 30-16.Foster: 151 Rush yds, 2 TD, 1 Rec TD (6 100-yard rush games this season) ","sports"
"3071","Seahawks snap 2-game losing streak in 13-9 win over Panthers. Carolina falls to 3-4-1.Wilson: 199 Pass yds, TD, Int ","sports"
"3072","WHO DEY! Andy Dalton converts QB sneak with under a minute left to give Bengals the 27-24 lead, his 2nd rushing TD of day.","sports"
"3073","Bucs take the lead!Mike Glennon hits Austin Seferian-Jenkins from 7 yards out.Just over 2 minutes to go, Bucs have their 1st lead, 13-10.","sports"
"3074","SEAHAWKS SCORE!Russell Wilson find Luke Willson for the 23-yard TD with :47 left.Seattle leads Carolina, 13-9.","sports"
"3075","Ravens surge ahead! Lorenzo Taliaferro runs in the 8-yard TD for Baltimore's first lead of the day. BAL leads CIN, 21-20.","sports"
"3076","J.J. Watt with his 2nd sack of the day then a batted pass.The man is unstoppable.","sports"
"3077","Kelvin Benjamin with a beautiful #SCtop10 reception for 50 yards in traffic.","sports"
"3078","Dolphins score an OFFENSIVE touchdown.Ryan Tannehill 3-yard TD pass to Rishard Matthews puts Miami up 24-6.","sports"
"3079","Blake Bortles is the first QB to throw 2 pick-6s in a game since....Geno Smith (Week 8 of 2013 vs Bengals) ","sports"
"3080","Arian Foster's huge day continues as he gets 3rd touchdown of game.Foster: 144 Rush yds, 2 TD, Rec TDTexans blowing out Titans, 27-3.","sports"
"3081","Fantasy points this week:• Rob Gronkowski - 32 • Tom Brady - 31 They are now 1-2 in ESPN standard-scoring leagues.","sports"
"3082","GRONK IS A BEAST!!!!Gronkowski's 3rd TD of the game is a #SCtop10 46-yard TD.Brady has 5 TD passes on the day.","sports"
"3083","Another Dolphins defensive TD. Blake Bortles' 4th pick-6 of season is most in NFL.Miami leads Jacksonville, 17-3.","sports"
"3084","Arian Foster grabs short TD from Ryan Fitzpatrick to put give Texans 20-3 lead over Titans. Foster: 109 Total yds, Rush TD, Rec TD","sports"
"3085","Bears give up 38 points in 1st half against Patriots, most points allowed in 1st half in franchise history. ","sports"
"3086","He's GONE! Knile Davis takes the kickoff back 99 yards for the touchdown.Chiefs lead Rams, 17-7.","sports"
"3087","Patriots score on defense.They've scored 3 touchdowns in last :57.","sports"
"3088","Patriots are ROUTING the Bears.Tom Brady hits Brandon LaFell for his 4th TD pass of game.New England leads Chicago, 31-7.","sports"
"3089","Tom Brady was 2-2 after September.In October, he's been SIZZLING:• 1,108 Pass yds, 12 TD, 0 Int (Patriots: 3-0) ","sports"
"3090","Chiefs lead Rams at half, 10-7.Alex Smith: 14-15, 111 YdsAustin Davis: 5-7, 68 Yds, TD, Int","sports"
"3091","Tom Brady and Rob Gronkowski are UNSTOPPABLE. They connect for 2nd TD of game.• Gronk: 8 Rec, 103 Yds, 2 TD• Brady: 17-20, 194 Yds, 3 TD","sports"
"3092","Russell Wilson throws an Int in the red zone to end the 1st half. Carolina leads Seattle, 6-3.","sports"
"3093","Tough day for Dolphins offense vs. Jags.3 possessions, 4 total yards.Somehow, they are winning 7-3.","sports"
"3094","New AP Top 10:1. Mississippi St2. Florida St3. Alabama4. Auburn5. Oregon6. Notre Dame7. Ole Miss8. Michigan St9. Georgia10. TCU","sports"
"3095","Manchester United gets dramatic 1-1 draw against rival Chelsea. Robin van Persie scores 94' goal for the Red Devils. ","sports"
"3096","Tom Brady is red-hot vs Bears.Brady is 12-13, 127 Yds, 2 TD as New England leads Chicago in 2nd quarter, 17-0. ","sports"
"3097","Sammy Watkins just hot-dogged his way to getting tripped up at the 5-yard line. #SCNotTop10","sports"
"3098","Manchester United with the miracle goal! Robin van Persie scores the equalizer to pull even with Chelsea, 1-1.","sports"
"3099","Blake Bortles throws pick-6.Dolphins Louis Delmas takes it 81 yards the other way.Bortles leads NFL with 11 interceptions.","sports"
"3100","UPDATE: Geno Smith benched by Jets after 3 interceptions in 1st quarter. Michael Vick in game for Jets.","sports"
"3101","3 interceptions in the 1st quarter for Geno Smith.Smith: 2-8, 5 Yds, 3 Int","sports"
"3102","Geno Smith's struggles continue vs Bills.In 1st quarter: 2-6, 5 Yds, 2 Int","sports"
